Title,Year,Review
Trás-os-Montes,1976,6
Under Capricorn,1949,6
All My Life,1966,6
Cœur fidèle,1923,6
Daisies,1966,6
Four Adventures of Reinette and Mirabelle,1987,6
Groundhog Day,1993,6
Hail Mary,1985,6
Hatari!,1962,6
Kwaidan,1964,6
Lancelot of the Lake,1974,6
Me and My Gal,1932,6
Moonrise,1948,6
Only Yesterday,1991,6
Pauline at the Beach,1983,6
Soft Fiction,1979,6
"Suddenly, Last Summer",1959,6
The Dreamed Films,2010,6
The Illiac Passion,1967,6
The Philadelphia Story,1940,6
The Wrong Man,1956,6
These Encounters of Theirs,2006,6
Twin Peaks: The Return,2017,6
Two for the Road,1967,6
Vive L'Amour,1994,6
"Wait Till the Sun Shines, Nellie",1952,6
We're All Still Here,1997,6
Hours for Jerome,1982,5
Paths of Glory,1957,5
The Bridges of Madison County,1995,5
The Ghost and Mrs. Muir,1947,5
The Hole,1998,5
Wendy and Lucy,2008,5
Written on the Wind,1956,5
A Woman's Revenge,2012,5
Antigone,1992,5
Fort Apache,1948,5
Kiss Me Deadly,1955,5
La Notte,1961,5
Le Tempestaire,1947,5
Les Hautes solitudes,1974,5
Pain and Glory,2019,5
Scarlet Street,1945,5
Suspiria,1977,5
Ten Skies,2004,5
The Bad and the Beautiful,1952,5
The Leopard,1963,5
The Theatre of the Matters,1977,5
The Trial,1962,5
The Umbrellas of Cherbourg,1964,5
Too Early / Too Late,1981,5
Tropical Malady,2004,5
Trouble in Paradise,1932,5
U.S. Go Home,1994,5
Vivre Sa Vie,1962,5
When Harry Met Sally...,1989,5
Where Does Your Hidden Smile Lie?,2001,5
Where Is My Friend's House?,1987,5
Zodiac,2007,5
A Child’s Garden and the Serious Sea,1991,5
A Matter of Life and Death,1946,5
Ali: Fear Eats the Soul,1974,5
All About Lily Chou-Chou,2001,5
An Autumn Tale,1998,5
Beau Travail,1999,5
Benilde or the Virgin Mother,1975,5
Blood of the Beasts,1949,5
Boogie Nights,1997,5
Broadcast News,1987,5
Certain Women,2016,5
Condemned,1953,5
Days of Hope,1939,5
"Dr. Mabuse, the Gambler",1922,5
Early Summer,1951,5
Floating Clouds,1955,5
Flowers of Shanghai,1998,5
Grass,2018,5
"I Was Born, But...",1932,5
Laura,1944,5
Memoria,2021,5
Mikey and Nicky,1976,5
Othon,1970,5
Portrait of Jennie,1948,5
Puce Moment,1949,5
Regular Lovers,2005,5
Rope,1948,5
Scenes from Under Childhood,1970,5
Simone Barbès or Virtue,1980,5
Sometimes a Great Notion,1971,5
Stranger Than Paradise,1984,5
Strangers When We Meet,1960,5
Street of Shame,1956,5
Taste of Cherry,1997,5
The Battle of Algiers,1966,5
The Company of Wolves,1984,5
The Double Life of Véronique,1991,5
The Hustler,1961,5
The Vampires of Poverty,1977,5
They All Laughed,1981,5
Train of Shadows,1997,5
Wild Strawberries,1957,5
Young Mr. Lincoln,1939,5
eXistenZ,1999,5
88:88,2015,5
Allures,1961,5
Beijing Watermelon,1989,5
Commingled Containers,1996,5
Drugstore Romance,1979,5
Hadj Cheriff,1894,5
"I Was at Home, But . . .",2019,5
L’homme atlantique,1981,5
Melancholia,2011,5
Oh! Man,2004,5
Providence,1977,5
Scarface,1932,5
Shoah,1985,5
Sleep Has Her House,2017,5
Solaris,1972,5
The Death of Maria Malibran,1972,5
The Eleventh Year,1928,5
The Exiles,1961,5
The Mill on the Po,1949,5
The Reconquest,2016,5
The Shout,1978,5
Year of the Dragon,1985,5
Sound of the Mountain,1954,4
A Talking Picture,2003,4
Au Hasard Balthazar,1966,4
Breathless,1960,4
Close-Up,1990,4
Femme Fatale,2002,4
Friday Night,2002,4
Nostalgia,1983,4
Showgirls,1995,4
Stars in My Crown,1950,4
The Happening,2008,4
Under the Skin,2013,4
7 Women,1966,4
Arnulf Rainer,1960,4
Assault on Precinct 13,1976,4
August in the Water,1995,4
Bent Time,1983,4
Blaise Pascal,1972,4
Cinema Paradiso,1988,4
City Girl,1930,4
Dead Ringers,1988,4
Enamorada,1946,4
Entranced Earth,1967,4
Frisco Jenny,1932,4
Fuego en Castilla (Tactilvisión del páramo del espanto),1961,4
Grand Illusion,1937,4
Home from the Hill,1960,4
In Front of Your Face,2021,4
In a Year with 13 Moons,1978,4
Inferno,1980,4
Invasion of the Body Snatchers,1956,4
Irma Vep,1996,4
King of New York,1990,4
La Collectionneuse,1967,4
Le Samouraï,1967,4
Million Dollar Baby,2004,4
Nostos: The Return,1989,4
On the Beach at Night Alone,2017,4
Other Men's Women,1931,4
Out of the Past,1947,4
Peeping Tom,1960,4
Pickpocket,1959,4
Point Break,1991,4
Raging Bull,1980,4
Route One/USA,1989,4
Ruby Gentry,1952,4
Smilin' Through,1941,4
Sound and Fury,1988,4
That Most Important Thing: Love,1975,4
The Bitter Tea of General Yen,1933,4
The Bride of Frankenstein,1935,4
The Deer Hunter,1978,4
The General,1926,4
The Graduate,1967,4
The Lords of Salem,2012,4
The Second Night,2016,4
The Sky Socialist,1968,4
The Whip and the Body,1963,4
The Women,1939,4
They Died with Their Boots On,1941,4
Tríptico Elemental de España,1996,4
Twenty Years Later,1984,4
Ulysses' Gaze,1995,4
Unforgiven,1992,4
We Can't Go Home Again,1973,4
"What Places of Heaven, What Planets Directed, How Long the Effects? or, The General Accidents of the World",2013,4
Winchester '73,1950,4
You Only Live Once,1937,4
¡Que vivan los crotos!,1990,4
1900,1976,4
A King in New York,1957,4
A Lake,2008,4
All Star Video,1985,4
Alyonka,1962,4
Anomalisa,2015,4
Antigone,1958,4
Artemide's Knee,2008,4
Awaara,1951,4
Back to the Future,1985,4
Bamako,2006,4
Barren Illusion,1999,4
Black Sunday,1960,4
Brazil,1985,4
Captain Kronos: Vampire Hunter,1974,4
Charade,1963,4
Children of Paradise,1945,4
Collateral,2004,4
Dangerous Encounters of the First Kind,1980,4
Days of Wine and Roses,1962,4
"Distant Voices, Still Lives",1988,4
Drug War,2012,4
Fireworks,2000,4
Force of Evil,1948,4
Gaucín,2020,4
Harlan County U.S.A.,1976,4
Honour of the Knights,2006,4
I Know Where I'm Going!,1945,4
India: Matri Bhumi,1959,4
It Happened One Night,1934,4
"Ivan the Terrible, Part II: The Boyars' Plot",1958,4
"Je, Tu, Il, Elle",1974,4
L'Enfant secret,1982,4
Lacrima Christi,1980,4
Lady Windermere's Fan,1925,4
Let's Go with Pancho Villa!,1936,4
Level Five,1997,4
Modern Times,1936,4
Mon Oncle,1958,4
Mother and Son,1997,4
My Ain Folk,1973,4
My Childhood,1972,4
My Way Home,1978,4
Nocturama,2016,4
Nouvelle Vague,1990,4
Once Upon a Time in America,1984,4
Onibaba,1964,4
Out-Takes from the Life of a Happy Man,2012,4
Pajarito Gómez,1965,4
Prelude,1996,4
Pulp Fiction,1994,4
Rab Ne Bana Di Jodi,2008,4
Red Desert,1964,4
Reflections of Evil,2002,4
Remember to Live,1953,4
Repulsion,1965,4
"Roulement, rouerie, aubage",1978,4
Runaway,2010,4
Running Out of Time,1999,4
Scénario du film Passion,1982,4
Siddheshwari,1990,4
Son nom de Venise dans Calcutta désert,1976,4
Street Angel,1928,4
Street Scene,1931,4
Sullivan's Travels,1941,4
Take My Eyes,2003,4
Temenos,1998,4
The 400 Blows,1959,4
The Big Parade,1925,4
The Blood Spattered Bride,1972,4
The Boxer's Omen,1983,4
The Great Art of Knowing,2004,4
The Great Beauty,2013,4
The Hart of London,1970,4
The Inner Scar,1972,4
The Lighted Field,1987,4
The Lovers on the Bridge,1991,4
The Moon in the Gutter,1983,4
The Stone Tape,1972,4
The Sun Shines Bright,1953,4
The Tales of Hoffmann,1951,4
"The Tree, the Mayor and the Mediatheque",1993,4
The Unchanging Sea,1910,4
The Woman Who Ran,2020,4
Three Colors: Red,1994,4
Three Comrades,1938,4
Trust,1990,4
Two Cents Worth of Hope,1952,4
Unstoppable,2010,4
Whisper of the Heart,1995,4
Yellow Sky,1948,4
Zorns Lemma,1970,4
‘Rameau’s Nephew’ by Diderot (Thanx to Dennis Young) by Wilma Schoen,1974,4
Chinatown,1974,3
Cría cuervos…,1976,3
Illuminated Texts,1982,3
Island of Loves,1982,3
Letter from an Unknown Woman,1948,3
The House Is Black,1963,3
12 Angry Men,1957,3
A Perfect World,1993,3
Blissfully Yours,2002,3
Casablanca,1942,3
Chet Baker: Let's Get Lost,1988,3
Chilly Scenes of Winter,1979,3
Come and See,1985,3
Day of the Outlaw,1959,3
Double Indemnity,1944,3
Eight Hours Don’t Make a Day,1972,3
Eternal Sunshine of the Spotless Mind,2004,3
Green Snake,1993,3
Gummo,1997,3
Hannah and Her Sisters,1986,3
Hapax Legomena I: (nostalgia),1971,3
Husbands,1970,3
I've Always Loved You,1946,3
Lake Mungo,2008,3
"Life, and Nothing More...",1992,3
Ludwig,1973,3
Manhattan,1979,3
On Top of the Whale,1982,3
Our Lady of Paris,1982,3
Outer Space,1999,3
Passion,2012,3
Poem of the Sea,1958,3
Ride Lonesome,1959,3
Rosa de Areia,1989,3
Satantango,1994,3
Singin' in the Rain,1952,3
Syndromes and a Century,2006,3
Tale of Tales,1979,3
"That Day, on the Beach",1983,3
The Beyond,1981,3
The Big Lebowski,1998,3
The Children's Hour,1961,3
The Doom Generation,1995,3
The Ground,2001,3
The Innocents,1961,3
The Love of a Woman,1953,3
The Master,2012,3
The Match Factory Girl,1990,3
The Passenger,1975,3
The Seventh Seal,1957,3
The Tale of the Princess Kaguya,2013,3
The Treasure of the Sierra Madre,1948,3
Underground,1995,3
Voices Through Time,1996,3
Zero for Conduct,1933,3
4:44 Last Day on Earth,2011,3
A Camel,1981,3
A Dark Song,2016,3
A Good Lad,1943,3
Abraham Lincoln,1930,3
Acto da Primavera,1963,3
After Hours,1985,3
"Aguirre, the Wrath of God",1972,3
All About My Mother,1999,3
Anatomy of a Murder,1959,3
"As Above, So Below",1973,3
Basic Instinct,1992,3
"Baxter, Vera Baxter",1977,3
Bells Are Ringing,1960,3
Bob & Carol & Ted & Alice,1969,3
Boom!,1968,3
Brand Upon the Brain!,2006,3
Cabaret,1972,3
Cardcaptor Sakura: The Sealed Card,2000,3
Cat People,1942,3
Chronicle of a Boy Alone,1965,3
Citizen Kane,1941,3
Claire's Knee,1970,3
Class Relations,1984,3
Copacabana Mon Amour,1970,3
"Cuadecuc, Vampir",1971,3
Daguerréotypes,1975,3
Death in Venice,1971,3
Depression Focus Please,1984,3
Drifter,2010,3
Election,2005,3
End,1992,3
Enter the Void,2009,3
Eternity and a Day,1998,3
Etienne-Jules Marey: Chronophotographic Films 1890-1904,2007,3
Every Revolution Is a Throw of the Dice,1977,3
Exiled,2006,3
Fantastic Planet,1973,3
Fata Morgana,1971,3
Faustfilm: An Opera: Part I,1987,3
Ferris Bueller's Day Off,1986,3
Freighters of Destiny,1980,3
"Goodbye South, Goodbye",1996,3
Grave of the Fireflies,1988,3
"H.M. Pulham, Esq.",1941,3
Hawks and Sparrows,1966,3
Here and Elsewhere,1976,3
I Don't Want to Be a Man,1918,3
I'd Climb the Highest Mountain,1951,3
In Vanda's Room,2000,3
Intolerance: Love's Struggle Throughout the Ages,1916,3
Jumping,1984,3
Key,1968,3
La Ciénaga,2001,3
La La Land,2016,3
La Visiteuse,1981,3
Leolo,1992,3
Liebelei,1933,3
Limbo,2021,3
Live to Live,2015,3
Living in Shadows,1949,3
Lonesome,1928,3
Los Montes,1982,3
Lou Didn't Say No,1994,3
Love Exposure,2008,3
Love Is Colder Than Death,1969,3
Love Torn in Dreams,2000,3
Love and Death,1975,3
Love on Delivery,1994,3
Make Way for Tomorrow,1937,3
Margaret,2011,3
Mario Banana I,1964,3
Marketa Lazarová,1967,3
Merrily We Go to Hell,1932,3
"Merry Christmas, Mr. Lawrence",1983,3
Milk and Glass,1993,3
Ministry of Fear,1944,3
Monkey Business,1952,3
Moonfleet,1955,3
Morocco,1930,3
Next Time We Love,1936,3
Night of the Living Dead,1968,3
On Dangerous Ground,1951,3
On the Empty Balcony,1961,3
One Week,1920,3
Oriental Elegy,1996,3
Othello,1951,3
Parasite,2019,3
Pastourelle,2010,3
Perfect Blue,1997,3
Persepolis,2007,3
Phantom Thread,2017,3
Picnic at Hanging Rock,1975,3
Princess Yang Kwei Fei,1955,3
Rancho Notorious,1952,3
Red Angel,1966,3
"Right Now, Wrong Then",2015,3
Rules of the Road,1993,3
Run for Cover,1955,3
Schindler's List,1993,3
School of Rock,2003,3
Scream,1996,3
Short Cuts,1993,3
Silvia Prieto,1999,3
Small Axe,2020,3
Snow White,2000,3
Sorrows,1969,3
Star Wars: Episode II - Attack of the Clones,2002,3
Still in Cosmos,2009,3
Summer with Monika,1953,3
The Adventures of Prince Achmed,1926,3
The August Virgin,2019,3
The Birds,1963,3
The Blackcoat's Daughter,2015,3
The Cardinal,1963,3
The Country Doctor,1909,3
The Criminal Life of Archibaldo de la Cruz,1955,3
The Death of Empedocles,1987,3
The Devils,1971,3
The Eighties,1983,3
The General Line,1929,3
The Horse Soldiers,1959,3
The Incident,1967,3
The Last Sunset,1961,3
The Letter,1999,3
The Lord of the Rings: The Fellowship of the Ring,2001,3
The Magnificent Ambersons,1942,3
The Man Without a Past,2002,3
The Naked Island,1960,3
The Poughkeepsie Tapes,2007,3
The Quince Tree Sun,1992,3
The Salvation Hunters,1925,3
The Shepherd of the Hills,1941,3
The Silence of Others,2018,3
The Soft Skin,1964,3
The Strawberry Blonde,1941,3
The Unspeakable Act,2012,3
Them!,1954,3
Tiovivo c. 1950,2004,3
Toby Dammit,1968,3
Turner,1987,3
Visaranai,2015,3
We Spin Around the Night Consumed by the Fire,1978,3
What Time Is It There?,2001,3
While the City Sleeps,1956,3
Who Framed Roger Rabbit,1988,3
Work Done,1973,3
You've Got Mail,1998,3
Z,1969,3
Zama,2017,3
3 Women,1977,2
A Streetcar Named Desire,1951,2
Barrabas,1919,2
Black Sky,1951,2
Boyfriends and Girlfriends,1987,2
Cloak and Dagger,1946,2
Dog Star Man,1965,2
Gentleman Jim,1942,2
"Hail, Sarajevo",1993,2
Halloween II,2009,2
Hand Held Day,1975,2
Il Posto,1961,2
In Praise of Love,2001,2
Judex,1963,2
Jules and Jim,1962,2
"La Commune (Paris, 1871)",2000,2
La Dolce Vita,1960,2
Les Deux mémoires,1974,2
Mamma Roma,1962,2
Monsieur Hulot's Holiday,1953,2
Mountains May Depart,2015,2
Mystic River,2003,2
Platform,2000,2
Raising Cain,1992,2
Shadow of a Doubt,1943,2
Skagafjördur,2004,2
Smorgasbord,1983,2
Spring Breakers,2012,2
Tabu,2012,2
The Age of Innocence,1993,2
The Bellboy,1960,2
The Kid,1921,2
The Set-Up,1949,2
The Tall T,1957,2
The Tenant,1976,2
The Village,2004,2
The World of Apu,1959,2
Tree of Knowledge,1981,2
Tristana,1970,2
Under the Silver Lake,2018,2
"Up, Down, Fragile",1995,2
Van Gogh,1991,2
Variations,1998,2
Work in Progress,2001,2
Yojimbo,1961,2
025 Sunset Red,2016,2
25th Hour,2002,2
930,2006,2
A Bride for Rip Van Winkle,2016,2
A Margem,1967,2
A Page of Madness,1926,2
A Short Film About Love,1988,2
A Time to Love and a Time to Die,1958,2
Abraham's Valley,1993,2
Actus,1986,2
Ae Dil Hai Mushkil,2016,2
All About Eve,1950,2
An American Tragedy,1931,2
Annie Hall,1977,2
Anybody's Woman,1981,2
Arabian Nights,2015,2
At the Horizon,2017,2
Audition,1999,2
BU・SU,1987,2
Babel - A Letter to My Friends Left Behind in Belgium,1991,2
Bad Lieutenant,1992,2
Before Sunrise,1995,2
Best in Show,2000,2
Blight,1996,2
Boyz n the Hood,1991,2
Branded to Kill,1967,2
Breezy,1973,2
Calle 54,2000,2
Carriage to Vienna,1966,2
Children in the Wind,1937,2
Chronicle of Anna Magdalena Bach,1968,2
Circle of Danger,1951,2
City of God,1997,2
Cléo from 5 to 7,1962,2
Colorado Territory,1949,2
Conversation Piece,1974,2
Crime Wave,1985,2
Cry When It Happens,2010,2
Crystal,1988,2
Dear Mr. Fukuma,1993,2
Dekalog,1989,2
Demons,1971,2
Diabolique,1955,2
Dracula,1992,2
Duck Amuck,1953,2
Duelle,1976,2
E.T. the Extra-Terrestrial,1982,2
Easy A,2010,2
Eega,2012,2
Elephant,1989,2
Ethel & Ernest,2016,2
Every Song Is About Me,2010,2
Everybody Wants Some!!,2016,2
Everybody's Woman,1934,2
Faces,1968,2
Fake Fruit Factory,1986,2
Fallen Angels,1995,2
Femmes femmes,1974,2
Film,1965,2
Film Is. 1-12,2004,2
First Cow,2019,2
Five-Year Diary,1982,2
Foolish Wives,1922,2
Fountain,2000,2
Fragment of Seeking,1946,2
From the Life of the Marionettes,1980,2
Ganja & Hess,1973,2
Girls of the Night,1961,2
Go! Go! Go!,1964,2
Guilt,1988,2
Géminga,2003,2
He Who Gets Slapped,1924,2
Honkytonk Man,1982,2
House of Usher,1960,2
I Hired a Contract Killer,1990,2
Ikiru,1952,2
Inception,2010,2
Indiana Jones and the Last Crusade,1989,2
Inside Llewyn Davis,2013,2
Inside Out,2015,2
Jab Harry Met Sejal,2017,2
Jamon Jamon,1992,2
Kaldalon,1971,2
Kuroneko,1968,2
L'homme qui tousse,1969,2
La París,2018,2
Las verdes praderas,1979,2
Les Misérables - Manhunt,1948,2
Life Ahead,1958,2
Lili,1953,2
Little Otik,2000,2
Little Women,2019,2
Looking for Mr. Goodbar,1977,2
Love Affair,1939,2
Love Under the Crucifix,1962,2
Love at Sea,1964,2
Main Street,1956,2
Mammame,1986,2
Manhunter,1986,2
Martin Eden,2019,2
Maya,1979,2
Memories of Murder,2003,2
Metropolis,1927,2
Milestones,1975,2
Miss Oyu,1951,2
Misunderstood,1967,2
Mobile Men,2008,2
Mommy,2014,2
Morvern Callar,2002,2
Ms .45,1981,2
Night Wind,1999,2
Night and the City,1950,2
Nightfall,1956,2
Nine Letters to Berta,1966,2
Ninotchka,1939,2
ORG,1979,2
October (Ten Days that Shook the World),1927,2
Once Upon a Time in Anatolia,2011,2
One Way or Another,1977,2
Opera,1987,2
Otherwise Unexplained Fires,1976,2
Our Sunhi,2013,2
Paprika,2006,2
Passage Through: A Ritual,1990,2
Pat Garrett & Billy the Kid,1973,2
Pine Flat,2006,2
Pink Flamingos,1972,2
Polly One,2017,2
Ponyo,2008,2
Porto das Caixas,1963,2
Post Tenebras Lux,2012,2
Profit Motive and the Whispering Wind,2007,2
Puchuncaví,2014,2
Ray of Sunshine,1933,2
Rebecca,1940,2
Red Line 7000,1965,2
Red River,1948,2
Remember the Night,1940,2
Reminiscences of a Journey to Lithuania,1972,2
Resident Evil: Retribution,2012,2
Retribution,2006,2
"Rome, Open City",1945,2
Romeo + Juliet,1996,2
Running on Karma,2003,2
Ryan's Daughter,1970,2
Samsara,2011,2
Saturday Night Fever,1977,2
Scala Milan AC,2005,2
Secret Defense,1998,2
Side/Walk/Shuttle,1992,2
Space,1965,2
Sparrow,2008,2
Spider-Man 2,2004,2
Spies,1928,2
Stockholm,2013,2
Sullivan's Banks,2001,2
Sweet Smell of Success,1957,2
Tales from the Hood,1995,2
Tennessee's Partner,1955,2
The Abominable Dr. Phibes,1971,2
The Age of the Medici,1972,2
The Ambulance,1990,2
The Barefoot Contessa,1954,2
The Beach Bum,2019,2
The Birth of a Nation,1915,2
The Bitter Tears of Petra von Kant,1972,2
The Blood of a Poet,1932,2
The Bridge of Arts,2004,2
The Cameraman,1928,2
The Cool World,1963,2
"The Devil, Probably",1977,2
The Enclosed Valley,1995,2
The Family,1987,2
The Good Fairy,1935,2
The Good Girls,1960,2
The Good Love,1963,2
The Greatest Show on Earth,1952,2
The Heartbreak Kid,1972,2
The Hero,1966,2
The Hour of the Furnaces,1968,2
The House in the Woods,1971,2
The Hunt,1966,2
The Image Book,2018,2
The Joy of Learning,1969,2
The Last Movie,1971,2
The Last Picture Show,1971,2
The Lion Sleeps Tonight,2017,2
The Lost City of Z,2016,2
The Love Witch,2016,2
The Lusty Men,1952,2
The Mad Songs of Fernanda Hussein,2001,2
The Marriage of Maria Braun,1979,2
The Mirage,1992,2
The Mission,1999,2
The Music Room,1958,2
The Place Beyond the Pines,2012,2
The Rendez-Vous of Déjà-Vu,2013,2
The Rules of Attraction,2002,2
The Secret of NIMH,1982,2
The Silence of the Sea,1949,2
The Son's Room,2001,2
The Song of Bernadette,1943,2
The Story of Marie and Julien,2003,2
The Swimmer,1968,2
The Tarnished Angels,1957,2
The Thing,1982,2
The Traitor,2019,2
The Traveler,1974,2
The Wedding March,1928,2
The White Rose,1967,2
The Wild Bunch,1969,2
The Wind Will Carry Us,1999,2
The Wings of Eagles,1957,2
The Wishful Thinkers,2013,2
There Will Be Blood,2007,2
They Were Expendable,1945,2
Threads,1984,2
Three Crowns of the Sailor,1983,2
Through the Ruins,1982,2
"Throw Away Your Books, Rally in the Streets",1971,2
Tie Xi Qu: West of the Tracks,2002,2
