Title,Year,url_peli,Review
The Boys from Fengkuei,1983,/film/the-boys-from-fengkuei/,6
The Love Eterne,1963,/film/the-love-eterne/,6
The Story of Qiu Ju,1992,/film/the-story-of-qiu-ju/,6
Walker,2012,/film/walker-2012/,6
15 Hours,2017,/film/15-hours-2017/,6
The Shadowless Tower,2023,/film/the-shadowless-tower/,5
Bullet in the Head,1990,/film/bullet-in-the-head/,5
Drunken Master,1978,/film/drunken-master/,5
Two Stage Sisters,1964,/film/two-stage-sisters/,5
A Better Tomorrow III: Love and Death in Saigon,1989,/film/a-better-tomorrow-iii-love-and-death-in-saigon/,5
A Writer's Odyssey,2021,/film/a-writers-odyssey/,5
Beijing Bicycle,2001,/film/beijing-bicycle/,5
Blue Moon,1997,/film/blue-moon-1997/,5
Caught by the Tides,2024,/film/caught-by-the-tides/,5
Fengming: A Chinese Memoir,2007,/film/fengming-a-chinese-memoir/,5
Riki-Oh: The Story of Ricky,1991,/film/riki-oh-the-story-of-ricky/,5
The 8 Diagram Pole Fighter,1984,/film/the-8-diagram-pole-fighter/,5
The Heroic Trio,1993,/film/the-heroic-trio/,5
Wrath of Silence,2017,/film/wrath-of-silence/,5
Black Rain White Scars,2014,/film/black-rain-white-scars/,5
Dream Enclosure,2014,/film/dream-enclosure/,5
Fat Choi Spirit,2002,/film/fat-choi-spirit/,5
Iron Monkey,1993,/film/iron-monkey/,5
King of the Children,1987,/film/king-of-the-children/,5
Mulan: Rise of a Warrior,2009,/film/mulan-rise-of-a-warrior/,5
Postmen in the Mountains,1999,/film/postmen-in-the-mountains/,5
Romance of a Fruit Peddler,1922,/film/romance-of-a-fruit-peddler/,5
Summer Snow,1995,/film/summer-snow/,5
The Black Cannon Incident,1985,/film/the-black-cannon-incident/,5
The Days,1994,/film/the-days/,5
The Great Buddha+,2017,/film/the-great-buddha-2017/,5
"The Pig, the Snake and the Pigeon",2023,/film/the-pig-the-snake-and-the-pigeon/,5
The Puppetmaster,1993,/film/the-puppetmaster/,5
The Spring River Flows East,1947,/film/the-spring-river-flows-east/,5
Under the Hawthorn Tree,2010,/film/under-the-hawthorn-tree/,5
Eat Drink Man Woman,1994,/film/eat-drink-man-woman/,4
King of Comedy,1999,/film/king-of-comedy/,4
Murmur of the Hearts,2015,/film/murmur-of-the-hearts/,4
Shower,1999,/film/shower-1999/,4
A Simple Life,2011,/film/a-simple-life/,4
Ashes of Time,1994,/film/ashes-of-time/,4
Doctor Mack,1995,/film/doctor-mack/,4
Once Upon a Time in China,1991,/film/once-upon-a-time-in-china/,4
School on Fire,1988,/film/school-on-fire/,4
The River,1997,/film/the-river-1997/,4
Visible Secret,2001,/film/visible-secret/,4
A Chinese Torture Chamber Story,1994,/film/a-chinese-torture-chamber-story/,4
Dream of the Red Mansions,1945,/film/dream-of-the-red-mansions/,4
"Good Men, Good Women",1995,/film/good-men-good-women/,4
Happy Ghost III,1986,/film/happy-ghost-iii/,4
Happy Valley,2020,/film/happy-valley-2020/,4
Ice Poison,2014,/film/ice-poison/,4
Karamay,2010,/film/karamay/,4
Long Live the Mistress!,1947,/film/long-live-the-mistress/,4
Motorway,2012,/film/motorway/,4
My Left Eye Sees Ghosts,2002,/film/my-left-eye-sees-ghosts/,4
My Stinking Kid,2004,/film/my-stinking-kid/,4
SPL: Kill Zone,2005,/film/spl-kill-zone/,4
Sheep Without a Shepherd,2019,/film/sheep-without-a-shepherd/,4
The Canal,1971,/film/the-canal-1971/,4
The Dream of the Red Chamber,1977,/film/the-dream-of-the-red-chamber/,4
The Farewell,2019,/film/the-farewell-2019/,4
The Last Emperor,1987,/film/the-last-emperor/,4
The Poet and Singer,2012,/film/the-poet-and-singer/,4
The Private Eyes,1976,/film/the-private-eyes-1976/,4
The Warlords,2007,/film/the-warlords/,4
The White Storm,2013,/film/the-white-storm/,4
Three Sisters,2012,/film/three-sisters/,4
Transcript,2019,/film/transcript/,4
Unbeatable,2013,/film/unbeatable/,4
Vengeance,2009,/film/vengeance/,4
Wolf Totem,2015,/film/wolf-totem/,4
Youth,2017,/film/youth-2017-1/,4
Little Toys,1933,/film/little-toys/,3
24 City,2008,/film/24-city/,3
Blush,1995,/film/blush-1995/,3
Cherie,1984,/film/cherie/,3
Coming Home,2014,/film/coming-home-2014/,3
Crude Oil,2008,/film/crude-oil/,3
Flavors of Youth,2018,/film/flavors-of-youth/,3
Full Contact,1992,/film/full-contact/,3
Shadow,2018,/film/shadow-2018/,3
Springtime in a Small Town,2002,/film/springtime-in-a-small-town/,3
The Breaking Ice,2023,/film/the-breaking-ice/,3
The Deer's Bell,1982,/film/the-deers-bell/,3
The Legend of the Swordsman,1992,/film/the-legend-of-the-swordsman/,3
11 Flowers,2011,/film/11-flowers/,3
Behemoth,2015,/film/behemoth-2015/,3
Bitter Money,2016,/film/bitter-money/,3
Black Dog,2024,/film/black-dog-2024/,3
Blood Brothers,1973,/film/blood-brothers-1973/,3
Bullets Over Summer,1999,/film/bullets-over-summer/,3
Confucius,1940,/film/confucius-1940/,3
Dust of Angels,1992,/film/dust-of-angels/,3
Eight Taels of Gold,1989,/film/eight-taels-of-gold/,3
Five Element Ninjas,1982,/film/five-element-ninjas/,3
Five Fingers of Death,1972,/film/five-fingers-of-death/,3
Getting Home,2007,/film/getting-home/,3
Golden Swallow,1968,/film/golden-swallow/,3
Hero,1997,/film/hero-1997/,3
Heroes of the East,1978,/film/heroes-of-the-east/,3
I Am What I Am,2021,/film/i-am-what-i-am/,3
In the Wild Mountains,1986,/film/in-the-wild-mountains/,3
Kung Pow: Enter the Fist,2002,/film/kung-pow-enter-the-fist/,3
Man in Black,2023,/film/man-in-black/,3
Mary from Beijing,1992,/film/mary-from-beijing/,3
Moon Warriors,1992,/film/moon-warriors/,3
On Happiness Road,2017,/film/on-happiness-road/,3
On the Hunting Ground,1984,/film/on-the-hunting-ground/,3
Revenge: A Love Story,2010,/film/revenge-a-love-story/,3
Saturday Fiction,2019,/film/saturday-fiction/,3
Shock Wave,2017,/film/shock-wave/,3
SoulMate,2016,/film/soulmate-2016-1/,3
The Dream of Red Mansions,1927,/film/the-dream-of-red-mansions/,3
The Eight Hundred,2020,/film/the-eight-hundred/,3
"The Green, Green Grass of Home",1982,/film/the-green-green-grass-of-home/,3
The Joy Luck Club,1993,/film/the-joy-luck-club/,3
The Longest Summer,1998,/film/the-longest-summer/,3
There's Only One Sun,2007,/film/theres-only-one-sun/,3
Yanagawa,2021,/film/yanagawa-2021/,3
Young Detective Dee: Rise of the Sea Dragon,2013,/film/young-detective-dee-rise-of-the-sea-dragon/,3
Full River Red,2023,/film/the-red-river/,2
Red Cliff,2008,/film/red-cliff/,2
The Sadness,2021,/film/the-sadness-2021/,2
20 30 40,2004,/film/20-30-40/,2
A Short Story,2022,/film/a-short-story-2022/,2
Accident,2009,/film/accident/,2
Angels Wear White,2017,/film/angels-wear-white/,2
Ascension,2021,/film/ascension-2021/,2
Bewitched,1981,/film/bewitched-1981/,2
Blind Mountain,2007,/film/blind-mountain/,2
Burning Paradise,1994,/film/burning-paradise/,2
Crosscurrent,2016,/film/crosscurrent-2016/,2
Dear Ex,2018,/film/dear-ex/,2
Dumplings,2004,/film/dumplings/,2
Durian Durian,2000,/film/durian-durian/,2
"East Palace, West Palace",1996,/film/east-palace-west-palace/,2
Full Moon Scimitar,1979,/film/full-moon-scimitar/,2
Full Moon in New York,1989,/film/full-moon-in-new-york/,2
Hometown Searching,2021,/film/hometown-searching/,2
In Shanghai,2001,/film/in-shanghai/,2
Knock Off,1998,/film/knock-off/,2
Letter from an Unknown Woman,2004,/film/letter-from-an-unknown-woman-2004/,2
Lost and Found,1996,/film/lost-and-found-1996/,2
Love and Duty,1931,/film/love-and-duty/,2
Magnificent Warriors,1987,/film/magnificent-warriors/,2
Moneyboys,2021,/film/moneyboys/,2
Mountain Patrol,2004,/film/mountain-patrol/,2
My Blueberry Nights,2007,/film/my-blueberry-nights/,2
Needing You...,2000,/film/needing-you/,2
O Cravo,2017,/film/o-cravo/,2
Once Upon a Time in China II,1992,/film/once-upon-a-time-in-china-ii/,2
Parents' Hearts,1955,/film/parents-hearts/,2
Royal Warriors,1986,/film/royal-warriors/,2
Signal 8,2019,/film/signal-8/,2
The Eye,2002,/film/the-eye/,2
The Fate of Lee Khan,1973,/film/the-fate-of-lee-khan/,2
The Flowers of War,2011,/film/the-flowers-of-war/,2
The Grandmaster,2013,/film/the-grandmaster/,2
The King of Masks,1995,/film/the-king-of-masks/,2
The Peacock King,1988,/film/the-peacock-king/,2
The Seventh Curse,1986,/film/the-seventh-curse/,2
The Swordsman of All Swordsmen,1968,/film/the-swordsman-of-all-swordsmen/,2
Together Apart,2019,/film/together-apart-2019/,2
Tricycle Thief,2014,/film/tricycle-thief/,2
Two Stars in the Milky Way,1931,/film/two-stars-in-the-milky-way/,2
Uniform,2003,/film/uniform/,2
Whispers and Moans,2007,/film/whispers-and-moans/,2
Will You Look at Me,2022,/film/will-you-look-at-me/,2
Your Name Engraved Herein,2020,/film/your-name-engraved-herein/,2
2H,1999,/film/2h/,1
A War Named Desire,2000,/film/a-war-named-desire/,1
Beast Stalker,2008,/film/beast-stalker/,1
Beyond the Great Wall,1964,/film/beyond-the-great-wall/,1
Clan of the White Lotus,1980,/film/clan-of-the-white-lotus/,1
Cliff Walkers,2021,/film/cliff-walkers/,1
Come Drink with Me,1966,/film/come-drink-with-me/,1
Cops and Robbers,1979,/film/cops-and-robbers-1979/,1
Crows and Sparrows,1949,/film/crows-and-sparrows/,1
Don't Go Breaking My Heart,2011,/film/dont-go-breaking-my-heart/,1
Early Spring,1963,/film/early-spring-1963/,1
Empress Wu Zetian,1939,/film/empress-wu-zetian/,1
Ermo,1994,/film/ermo/,1
Expect the Unexpected,1998,/film/expect-the-unexpected/,1
Fallen Arches,2018,/film/fallen-arches-2018/,1
Fatal Vacation,1990,/film/fatal-vacation/,1
Finale in Blood,1993,/film/finale-in-blood/,1
Geomancer,2017,/film/geomancer/,1
Girls Always Happy,2018,/film/girls-always-happy/,1
Happy Times,2000,/film/happy-times/,1
Hold You Tight,1998,/film/hold-you-tight/,1
I Don't Think It Is Going to Rain,2019,/film/i-dont-think-it-is-going-to-rain/,1
Images of China,1904,/film/images-of-china/,1
In Love We Trust,2008,/film/in-love-we-trust/,1
Jinpa,2018,/film/jinpa/,1
Keep Cool,1997,/film/keep-cool/,1
Life of a Beijing Policeman,1950,/film/life-of-a-beijing-policeman/,1
Man on the Brink,1981,/film/man-on-the-brink/,1
"Mom, If I Were a Vampire",2022,/film/mom-if-i-were-a-vampire/,1
My Memories of Old Beijing,1983,/film/my-memories-of-old-beijing/,1
No. 16 Barkhor South Street,1996,/film/no-16-barkhor-south-street/,1
Office,2015,/film/office-2015-1/,1
Old Well,1986,/film/old-well/,1
Paths of the Soul,2015,/film/paths-of-the-soul/,1
Postman,1995,/film/postman/,1
Project A,1983,/film/project-a/,1
Recycled,2013,/film/recycled/,1
Rumble in the Bronx,1995,/film/rumble-in-the-bronx/,1
Shanghai Dreams,2005,/film/shanghai-dreams/,1
Shanghai Triad,1995,/film/shanghai-triad/,1
Sleep with Your Eyes Open,2024,/film/sleep-with-your-eyes-open/,1
Struggling,1932,/film/struggling/,1
Summer Palace,2006,/film/summer-palace/,1
Sunflower,2005,/film/sunflower/,1
Sweet Degeneration,1997,/film/sweet-degeneration/,1
Swordsman,1990,/film/swordsman/,1
Ta'ang,2016,/film/taang/,1
The 14 Amazons,1972,/film/the-14-amazons/,1
The 20th May Incident,1988,/film/the-20th-may-incident/,1
The Banquet,2006,/film/the-banquet-2006/,1
The Big Boss,1971,/film/the-big-boss/,1
The Cat,1992,/film/the-cat-1992/,1
The Cloud in Her Room,2020,/film/the-cloud-in-her-room/,1
The Day the Sun Turned Cold,1994,/film/the-day-the-sun-turned-cold/,1
The Five Venoms,1978,/film/the-five-venoms/,1
The Red Detachment of Women,1971,/film/the-red-detachment-of-women-1971/,1
The Shopaholics,2006,/film/the-shopaholics/,1
The Skywalk Is Gone,2002,/film/the-skywalk-is-gone/,1
The Stool Pigeon,2010,/film/the-stool-pigeon/,1
The Story of Woo Viet,1981,/film/the-story-of-woo-viet/,1
The Trail,1983,/film/the-trail-1983/,1
Travelling Through Brush and Ink,2017,/film/travelling-through-brush-and-ink/,1
Tropical Fish,1995,/film/tropical-fish/,1
Twilight of the Warriors: Walled In,2024,/film/twilight-of-the-warriors-walled-in/,1
Twilight's Kiss,2019,/film/twilights-kiss/,1
Vengeance!,1970,/film/vengeance-1970/,1
Weekend Lover,1995,/film/weekend-lover/,1
Whose Utopia,2006,/film/whose-utopia/,1
